id,amenity_type,amenity_name,postalcode,lat,lon,amenity_category_id,pa_id,sz_id,rn_id,geom,created_at
35059,healthierdining,mr bean - east point mall,528833,1.34270618643901,103.953024503826,9,47,196,42549,,2025-11-01 15:11:12.462428+00
35060,healthierdining,mr bean - eunos mrt,409423,1.31976065119368,103.903047964919,7,53,121,44751,,2025-11-01 15:11:12.462428+00
35061,healthierdining,mr bean - fajar shopping centre,670445,1.38358031752166,103.770768508231,9,5,246,14364,,2025-11-01 15:11:12.462428+00
35062,healthierdining,mr bean - fusionopolis,138632,1.29929405573076,103.787404060926,7,17,70,809,,2025-11-01 15:11:12.462428+00
35063,healthierdining,mr bean - harbourfront centre,99253,1.26206336420704,103.818732565555,9,4,35,11894,,2025-11-01 15:11:12.462428+00
35064,healthierdining,mr bean - hougang mall,538766,1.37231185642959,103.89366161203,9,11,165,18321,,2025-11-01 15:11:12.462428+00
35065,healthierdining,mr bean - ite amk,567720,1.37789203173292,103.856411986641,2,52,251,20302,,2025-11-01 15:11:12.462428+00
35066,healthierdining,mr bean - jem,608549,1.33320021038331,103.743170436292,7,12,97,35007,,2025-11-01 15:11:12.462428+00
35067,healthierdining,mr bean - junction 8,579837,1.35017242685303,103.848430082687,7,51,178,36458,,2025-11-01 15:11:12.462428+00
35068,healthierdining,mr bean - jurong east mrt,609690,1.33329506213869,103.742153887676,7,12,97,26964,,2025-11-01 15:11:12.462428+00
35069,healthierdining,mr bean - jurong point 2,648331,1.33931503396418,103.705351000578,7,13,214,15799,,2025-11-01 15:11:12.462428+00
35070,healthierdining,mr bean - kallang mrt,387405,1.31148731856005,103.871347281039,7,22,130,870,,2025-11-01 15:11:12.462428+00
35071,healthierdining,mr bean - kampung admiralty,730676,1.43977701137208,103.800573465174,7,33,270,15105,,2025-11-01 15:11:12.462428+00
35072,healthierdining,mr bean - kkh,229899,1.31044852709848,103.84665008136,7,22,129,935,,2025-11-01 15:11:12.462428+00
35073,healthierdining,mr bean - kovan heartland mall,530205,1.35949664282738,103.885079927833,9,11,186,28302,,2025-11-01 15:11:12.462428+00
35074,healthierdining,mr bean - ktph,768828,1.42387759833179,103.837853672353,7,55,219,29172,,2025-11-01 15:11:12.462428+00
35075,healthierdining,mr bean - lakeside mrt,649845,1.34410477226143,103.720301867289,7,13,208,29474,,2025-11-01 15:11:12.462428+00
35076,healthierdining,mr bean - national centre for infectious disease,308442,1.3213972195699,103.847798226388,9,25,140,26308,,2025-11-01 15:11:12.462428+00
35077,healthierdining,mr bean - north point,769098,1.42969847969485,103.835776496688,7,55,219,15379,,2025-11-01 15:11:12.462428+00
35078,healthierdining,mr bean - northpoint city,768019,1.42803584532257,103.836092102185,7,55,219,15379,,2025-11-01 15:11:12.462428+00
35079,healthierdining,mr bean - ntu,639798,1.34676465089635,103.678818138199,7,32,307,35077,,2025-11-01 15:11:12.462428+00
35080,healthierdining,mr bean - nuh,119085,1.29585936984452,103.783239620283,7,17,51,4634,,2025-11-01 15:11:12.462428+00
35081,healthierdining,mr bean - nuh ii,119074,1.29395305386479,103.782709521206,7,17,51,3242,,2025-11-01 15:11:12.462428+00
35082,healthierdining,mr bean - one north mrt,138647,1.29968953177957,103.787412795724,7,17,70,809,,2025-11-01 15:11:12.462428+00
35083,healthierdining,mr bean - our tampines hub,528523,1.35349615471814,103.939683594446,7,47,179,42078,,2025-11-01 15:11:12.462428+00
35084,healthierdining,mr bean - paya lebar mrt,409006,1.31811149173443,103.893060779354,7,53,121,10197,,2025-11-01 15:11:12.462428+00
35085,healthierdining,mr bean - paya lebar quarter,409057,1.31752384126856,103.892724434212,7,53,121,4714,,2025-11-01 15:11:12.462428+00
35086,healthierdining,mr bean - pioneer polyclinic,648201,1.33856224262937,103.698979341476,6,13,214,25813,,2025-11-01 15:11:12.462428+00
35087,healthierdining,mr bean - poiz centre,347697,1.33130350787971,103.868076454645,9,29,101,16386,,2025-11-01 15:11:12.462428+00
35088,healthierdining,mr bean - queenstown mrt,149729,1.2945584227059,103.806043152822,7,17,89,6567,,2025-11-01 15:11:12.462428+00
35089,healthierdining,mr bean - raffles place mrt,48618,1.28433392075074,103.851379790122,7,40,5,2026,,2025-11-01 15:11:12.462428+00
35090,healthierdining,mr bean - redhill mrt,158792,1.28963453066539,103.816740981956,7,4,21,4099,,2025-11-01 15:11:12.462428+00
35091,healthierdining,mr bean - republic plaza,48619,1.28348362259516,103.850574044319,9,40,5,12087,,2025-11-01 15:11:12.462428+00
35092,healthierdining,mr bean - rivervale plaza,540118,1.38493202032928,103.901558027564,9,20,257,38344,,2025-11-01 15:11:12.462428+00
35093,healthierdining,mr bean - sengkang general hospital,544886,1.39429941158945,103.893001336131,6,20,237,28849,,2025-11-01 15:11:12.462428+00
35094,healthierdining,mr bean - sgh,169608,1.27993968247,103.830721777631,7,4,46,10778,,2025-11-01 15:11:12.462428+00
35095,healthierdining,mr bean - smu,178903,1.29792525941586,103.848850766961,7,43,78,407,,2025-11-01 15:11:12.462428+00
35096,healthierdining,mr bean - square 2,307506,1.32042966145248,103.843892131406,7,25,140,11705,,2025-11-01 15:11:12.462428+00
35097,healthierdining,mr bean - sun plaza,757713,1.44822653184261,103.819462104528,9,19,271,31389,,2025-11-01 15:11:12.462428+00
35098,healthierdining,mr bean - suntec city mall,38983,1.29487904117327,103.857675497949,9,40,77,421,,2025-11-01 15:11:12.462428+00
35099,healthierdining,mr bean - tai seng,539775,1.33635648897451,103.88871577908,7,11,202,16249,,2025-11-01 15:11:12.462428+00
35100,healthierdining,mr bean - tampines mall,529510,1.35267231590699,103.944387987324,9,47,185,38366,,2025-11-01 15:11:12.462428+00
35101,healthierdining,mr bean - tampines mart,529286,1.35416723371921,103.959935931878,7,47,185,42773,,2025-11-01 15:11:12.563502+00
35102,healthierdining,mr bean - tampines mrt,529538,1.35354742324254,103.944958704245,7,47,185,38366,,2025-11-01 15:11:12.563502+00
35103,healthierdining,mr bean - tanjong pagar mrt,69119,1.27651601164547,103.845421811383,7,40,37,10010,,2025-11-01 15:11:12.563502+00
35104,healthierdining,mr bean - the metropolis,138588,1.30624556255115,103.791237459856,7,17,70,6192,,2025-11-01 15:11:12.563502+00
35105,healthierdining,mr bean - tiong bahru plaza,168732,1.28646345318687,103.826935084287,9,4,9,5673,,2025-11-01 15:11:12.563502+00
35106,healthierdining,mr bean - toa payoh hub,310500,1.33296549107728,103.847050355594,7,29,96,13883,,2025-11-01 15:11:12.563502+00
35107,healthierdining,mr bean - ttsh,308433,1.32171597672812,103.845389014275,7,25,140,22328,,2025-11-01 15:11:12.563502+00
35108,healthierdining,mr bean - v hotel,208767,1.30780927471219,103.862525582449,8,22,117,1904,,2025-11-01 15:11:12.563502+00
35109,healthierdining,mr bean - vivo city,98585,1.2638958023183,103.821589254908,7,4,35,12445,,2025-11-01 15:11:12.563502+00
35110,healthierdining,mr bean - waterway point,828761,1.40653610720599,103.901988174009,7,16,292,42405,,2025-11-01 15:11:12.563502+00
35111,healthierdining,mr bean - west mall,658713,1.35018915982967,103.749021980031,9,3,200,24235,,2025-11-01 15:11:12.563502+00
35112,healthierdining,mr bean - white sands,518457,1.3724498161424,103.949715702336,2,14,220,37485,,2025-11-01 15:11:12.563502+00
35113,healthierdining,mr bean - yew tee point,689578,1.39696992259758,103.746443207964,7,9,241,14547,,2025-11-01 15:11:12.563502+00
35114,healthierdining,mr bean - yishun polyclinic,768898,1.43035851075506,103.839190700337,6,55,306,30821,,2025-11-01 15:11:12.563502+00
35115,healthierdining,mr teh tarik caf� - changi airport terminal 2 carpark,819643,1.35519094047222,103.98875098125,11,8,298,42585,,2025-11-01 15:11:12.563502+00
35116,healthierdining,mr teh tarik caf� - cisco centre,409179,1.32241753549314,103.892055573465,9,53,121,16127,,2025-11-01 15:11:12.563502+00
35117,healthierdining,mr teh tarik cartel/ deli - marsiling park,738937,1.43903831298183,103.769799873376,1,33,322,20559,,2025-11-01 15:11:12.563502+00
35118,healthierdining,mr teh tarik eating house- amk 608,560608,1.37858209929331,103.836760315251,7,52,234,13635,,2025-11-01 15:11:12.563502+00
35119,healthierdining,mr teh tarik eating house- amk 728,560728,1.37262841106925,103.845682931125,7,52,110,28923,,2025-11-01 15:11:12.563502+00
35120,healthierdining,mr teh tarik eating house- elias mall,510625,1.37860717814264,103.9419163678,9,14,233,39803,,2025-11-01 15:11:12.563502+00
35121,healthierdining,mr teh tarik eating house- geylang serai,402001,1.31672514081205,103.897977415723,7,53,121,7467,,2025-11-01 15:11:12.563502+00
35122,healthierdining,mr teh tarik eating house- jw,640456,1.35067572640616,103.720022399338,7,13,261,31715,,2025-11-01 15:11:12.563502+00
35123,healthierdining,mr teh tarik eating house- woodlands,731306,1.43011253000127,103.775081067712,7,33,305,21395,,2025-11-01 15:11:12.563502+00
35124,healthierdining,mr teh tarik eating house- yishun,760846,1.41676014281214,103.834594977147,7,55,268,15343,,2025-11-01 15:11:12.563502+00
35125,healthierdining,mr teh tarik express - changi airport terminal 3,819663,1.35437073617361,103.985169653268,11,8,298,39816,,2025-11-01 15:11:12.563502+00
35126,healthierdining,mr teh tarik express - far east square,49964,1.2831576907495,103.848228952225,7,46,6,11112,,2025-11-01 15:11:12.563502+00
35127,healthierdining,oh's farm catering (f&b) pte. ltd.,757437,1.4630356650457,103.814247385919,7,19,314,15177,,2025-11-01 15:11:12.563502+00
35128,healthierdining,old chang kee,738427,1.45003476843493,103.805391418133,7,19,313,15151,,2025-11-01 15:11:12.563502+00
35129,healthierdining,old town white coffee - coastal playgrove,449874,1.29690168664883,103.899692910134,9,39,50,6167,,2025-11-01 15:11:12.563502+00
35130,healthierdining,old town white coffee - kallang wave mall,397628,1.30384326764684,103.872750711332,9,22,71,6727,,2025-11-01 15:11:12.563502+00
35131,healthierdining,old town white coffee - square 2,307506,1.32042966145248,103.843892131406,9,25,140,11705,,2025-11-01 15:11:12.563502+00
35132,healthierdining,on & on diners pte. ltd.,757437,1.4630356650457,103.814247385919,7,19,314,15177,,2025-11-01 15:11:12.563502+00
35133,healthierdining,one faber group,99203,1.27127326206036,103.81940928244,7,4,35,6747,,2025-11-01 15:11:12.563502+00
35134,healthierdining,oriental herbal tea (bugis junction),188021,1.299112870967,103.855411182582,7,40,47,11539,,2025-11-01 15:11:12.563502+00
35135,healthierdining,oriental herbal tea (jewel changi airport),819666,1.36034099671656,103.989077555194,11,8,298,37641,,2025-11-01 15:11:12.563502+00
35136,healthierdining,oriental herbal tea (jurong point 2),648331,1.33931503396418,103.705351000578,7,13,214,15799,,2025-11-01 15:11:12.563502+00
35137,healthierdining,oriental herbal tea (nex),556083,1.35043817177432,103.87170454945,7,21,177,34726,,2025-11-01 15:11:12.563502+00
35138,healthierdining,koi - tiong bahru plaza,168732,1.28646345318687,103.826935084287,9,4,9,5673,,2025-11-01 15:11:12.563502+00
35139,healthierdining,koi - toa payoh hub,310490,1.33257175025822,103.84805260799,7,29,96,28399,,2025-11-01 15:11:12.563502+00
35140,healthierdining,koi - vivo city,98585,1.2638958023183,103.821589254908,7,4,35,12445,,2025-11-01 15:11:12.563502+00
35141,healthierdining,koi - waterway point,828761,1.40653610720599,103.901988174009,7,16,292,42405,,2025-11-01 15:11:12.563502+00
35142,healthierdining,koi - white sands,518457,1.3724498161424,103.949715702336,2,14,220,37485,,2025-11-01 15:11:12.563502+00
35143,healthierdining,koi - woodlands mrt,738343,1.43681435428636,103.785325972063,7,33,317,34589,,2025-11-01 15:11:12.563502+00
35144,healthierdining,koi - yew tee mrt,689715,1.39712886014404,103.747329719197,7,9,241,30320,,2025-11-01 15:11:12.563502+00
35145,healthierdining,koi - yishun 10 multiplex,768794,1.42991717126806,103.836421479287,7,55,219,15375,,2025-11-01 15:11:12.563502+00
35146,healthierdining,kriston gourmet (sky caf�) - bright vision hospital,547530,1.37203700647936,103.878031147538,6,11,228,13302,,2025-11-01 15:11:12.563502+00
35147,healthierdining,la bonnie pastries pte. ltd.,658080,1.33858162430414,103.757056756087,7,3,213,25988,,2025-11-01 15:11:12.563502+00
35148,healthierdining,lagun sari - joo chiat,427621,1.30804060895104,103.903688944844,7,39,72,45595,,2025-11-01 15:11:12.563502+00
35149,healthierdining,lao bei jing - novena square,307683,1.32021099973819,103.843656770909,7,25,140,11705,,2025-11-01 15:11:12.563502+00
35150,healthierdining,lao jiang superior soup (beauty world),599727,1.34227931548663,103.775297228587,7,6,152,36520,,2025-11-01 15:11:12.563502+00
35151,healthierdining,le rainbow catering pte. ltd.,486350,1.33675094054045,103.947429050262,7,47,196,43076,,2025-11-01 15:11:12.563502+00
35152,healthierdining,leaf corner - nanyang,649040,1.3423640283979,103.692320231917,7,13,259,34600,,2025-11-01 15:11:12.563502+00
35153,healthierdining,lee wee & brothers' foodstuff pte ltd,536959,1.36763389940581,103.890264848221,7,11,165,17678,,2025-11-01 15:11:12.563502+00
35154,healthierdining,liang food caterer,455704,1.32104793160166,103.924220746064,7,1,118,38065,,2025-11-01 15:11:12.563502+00
35155,healthierdining,long john silver's - admiralty,730676,1.43977701137208,103.800573465174,7,33,270,15105,,2025-11-01 15:11:12.563502+00
35156,healthierdining,long john silver's - bedok heartbeat,469662,1.32698498848448,103.931620621577,7,1,95,41793,,2025-11-01 15:11:12.563502+00
35157,healthierdining,long john silver's - commonwealth,141088,1.30203801734288,103.798021748872,7,17,67,11903,,2025-11-01 15:11:12.563502+00
35158,healthierdining,long john silver's - eastpoint mall,528833,1.34270618643901,103.953024503826,9,47,196,42549,,2025-11-01 15:11:12.563502+00
35159,healthierdining,long john silver's - hillion mall,678278,1.37834971260865,103.76274117629,9,5,172,26983,,2025-11-01 15:11:12.563502+00
35160,healthierdining,long john silver's - hougang mall,538766,1.37231185642959,103.89366161203,9,11,165,18321,,2025-11-01 15:11:12.563502+00
35161,healthierdining,long john silver's - jurong point,648331,1.33931503396418,103.705351000578,7,13,214,15799,,2025-11-01 15:11:12.563502+00
35162,healthierdining,long john silver's - northpoint,769098,1.42969847969485,103.835776496688,7,55,219,15379,,2025-11-01 15:11:12.563502+00
35163,healthierdining,long john silver's - rivervale mall,545082,1.39219777633908,103.904471602179,9,20,257,37629,,2025-11-01 15:11:12.563502+00
35164,healthierdining,long john silver's - spore post ctr,408600,1.31885610260134,103.894067163693,7,53,121,10197,,2025-11-01 15:11:12.563502+00
35165,healthierdining,long john silver's - tai seng,539775,1.33635648897451,103.88871577908,7,11,202,16249,,2025-11-01 15:11:12.563502+00
35166,healthierdining,long john silver's - tampines mall,529510,1.35267231590699,103.944387987324,9,47,185,38366,,2025-11-01 15:11:12.563502+00
35167,healthierdining,long john silver's - tiong bahru plaza,168732,1.28646345318687,103.826935084287,9,4,9,5673,,2025-11-01 15:11:12.563502+00
35168,healthierdining,long john silver's - west coast plaza,127371,1.30358268148237,103.765284520206,9,10,60,7116,,2025-11-01 15:11:12.563502+00
35169,healthierdining,long john silver's - westgate,608532,1.33402528745454,103.742586017746,7,12,97,32741,,2025-11-01 15:11:12.563502+00
35170,healthierdining,long john silver's - wisteria mall,768698,1.41799925556566,103.841236459776,9,55,268,32951,,2025-11-01 15:11:12.563502+00
35171,healthierdining,long john silver's - wood square,737737,1.43514555507241,103.785845474742,7,33,317,21561,,2025-11-01 15:11:12.563502+00
35172,healthierdining,long john silver's - yew tee point,689578,1.39696992259758,103.746443207964,7,9,241,14547,,2025-11-01 15:11:12.563502+00
35173,healthierdining,lph catering - south buona vista,118176,1.28348459330441,103.788600706157,7,17,65,12991,,2025-11-01 15:11:12.563502+00
35174,healthierdining,luna concept pte ltd (previously known as gustos),368330,1.33579769069139,103.882542506949,7,29,192,18603,,2025-11-01 15:11:12.563502+00
35175,healthierdining,lye heng food supplies pte. ltd.,738322,1.44860862326786,103.809140892757,7,19,313,15155,,2025-11-01 15:11:12.563502+00
35176,healthierdining,ma mum - kkh,229899,1.31044852709848,103.84665008136,7,22,129,935,,2025-11-01 15:11:12.563502+00
35177,healthierdining,ma mum - ng teng fong hospital,609606,1.33553381915144,103.743865454971,6,12,97,18717,,2025-11-01 15:11:12.563502+00
35178,healthierdining,makan mate catering - hong kong street,59654,1.2876426460558,103.847587792194,7,36,19,634,,2025-11-01 15:11:12.563502+00
35179,healthierdining,manna pot catering pte ltd,486350,1.33675094054045,103.947429050262,7,47,196,43076,,2025-11-01 15:11:12.563502+00
35180,healthierdining,marche - 313 @ somerset (marketplace),238895,1.30138509490104,103.837684358423,9,45,79,11653,,2025-11-01 15:11:12.563502+00
35181,healthierdining,marche - jem,608549,1.33320021038331,103.743170436292,7,12,97,35007,,2025-11-01 15:11:12.563502+00
35182,healthierdining,marche - suntec city (marketplace),38983,1.29487904117327,103.857675497949,9,40,77,421,,2025-11-01 15:11:12.563502+00
35183,healthierdining,marche - vivo city,98585,1.2638958023183,103.821589254908,7,4,35,12445,,2025-11-01 15:11:12.563502+00
35184,healthierdining,marina bay sands expo & convention centre,18956,1.28233335098226,103.858308388607,9,40,8,5564,,2025-11-01 15:11:12.563502+00
35185,healthierdining,masjid al-mawaddah caf�,544997,1.38344043833675,103.890236009264,1,20,250,33185,,2025-11-01 15:11:12.563502+00
35186,healthierdining,mcdonald's - admiralty,731678,1.44041529803397,103.801489472558,7,33,270,30156,,2025-11-01 15:11:12.563502+00
35187,healthierdining,mcdonald's - alocassia,259727,1.31946440845751,103.827297599982,7,48,134,2936,,2025-11-01 15:11:12.563502+00
35188,healthierdining,mcdonald's - ang mo kio,569922,1.36931517500022,103.847153933684,7,52,110,20243,,2025-11-01 15:11:12.563502+00
35189,healthierdining,mcdonald's - ang mo kio ave 10,560448,1.36744190106637,103.85639660628,7,52,163,28997,,2025-11-01 15:11:12.563502+00
35190,healthierdining,mcdonald's - ang mo kio park,567740,1.37241285243312,103.844738128118,1,52,111,32717,,2025-11-01 15:11:12.563502+00
35191,healthierdining,mcdonald's - beauty world,588177,1.34239284027459,103.776250531353,7,6,152,16199,,2025-11-01 15:11:12.563502+00
35192,healthierdining,mcdonald's - bedok mall,467360,1.3247936071074,103.929182078245,9,1,95,41798,,2025-11-01 15:11:12.563502+00
35193,healthierdining,mcdonald's - bedok north,460539,1.33131386249995,103.925307293903,7,1,95,37683,,2025-11-01 15:11:12.563502+00
35194,healthierdining,mcdonald's - bedok reservior,470744,1.33786041785122,103.92166331056,7,1,215,41649,,2025-11-01 15:11:12.563502+00
35195,healthierdining,mcdonald's - bedok reservoir,470632,1.33205094347947,103.914145082579,7,1,211,37718,,2025-11-01 15:11:12.563502+00
35196,healthierdining,mcdonald's - bendemeer,330022,1.3181764214381,103.86140380381,7,22,174,304,,2025-11-01 15:11:12.563502+00
35197,healthierdining,mcdonald's - bishan park,569981,1.36109752447163,103.846613418421,1,51,331,22235,,2025-11-01 15:11:12.563502+00
35198,healthierdining,mcdonald's - boat quay,48508,1.28578885988931,103.849836309927,7,36,19,9213,,2025-11-01 15:11:12.563502+00
35199,healthierdining,mcdonald's - bugis junction,188024,1.29981638982487,103.855923563242,7,40,47,289,,2025-11-01 15:11:12.563502+00
35200,healthierdining,mcdonald's - bugis village,188426,1.30089884539002,103.855242173644,7,35,48,392,,2025-11-01 15:11:12.563502+00
35201,healthierdining,mcdonald's - bukit batok,650632,1.34941218045919,103.750538659689,7,3,200,23281,,2025-11-01 15:11:12.563502+00
35202,healthierdining,hockhua tonic (95 aljunied crescent),380095,1.32170328357692,103.886195690852,7,53,301,13052,,2025-11-01 15:11:12.563502+00
35203,healthierdining,hockhua tonic (960 jurong west),640960,1.34138530338798,103.691459648155,7,13,259,33433,,2025-11-01 15:11:12.563502+00
35204,healthierdining,hockhua tonic (amk hub),569933,1.36924891282021,103.848399227484,7,52,110,20242,,2025-11-01 15:11:12.563502+00
35205,healthierdining,hockhua tonic (bedok mall),467360,1.3247936071074,103.929182078245,9,1,95,41798,,2025-11-01 15:11:12.563502+00
35206,healthierdining,hockhua tonic (bukit panjang plaza),677743,1.38051732815913,103.763961852618,9,5,172,31577,,2025-11-01 15:11:12.563502+00
35207,healthierdining,hockhua tonic (bukit timah plaza),588996,1.33865676913061,103.778560470199,9,6,152,24932,,2025-11-01 15:11:12.563502+00
35208,healthierdining,hockhua tonic (chinatown point),59413,1.28499882771297,103.844697085395,7,46,6,623,,2025-11-01 15:11:12.563502+00
35209,healthierdining,hockhua tonic (city square mall),208539,1.31130516479713,103.856421771906,9,22,117,9812,,2025-11-01 15:11:12.563502+00
35210,healthierdining,hockhua tonic (compass one),545078,1.39209415018227,103.894980032554,7,20,236,16614,,2025-11-01 15:11:12.563502+00
35211,healthierdining,hockhua tonic (east point),528833,1.34270618643901,103.953024503826,7,47,196,42549,,2025-11-01 15:11:12.563502+00
35212,healthierdining,hockhua tonic (great world city),237994,1.29380234644512,103.83175791999,7,36,15,6019,,2025-11-01 15:11:12.563502+00
35213,healthierdining,hockhua tonic (hougang 1),538692,1.37584997338503,103.879300024096,7,11,243,28538,,2025-11-01 15:11:12.563502+00
35214,healthierdining,hockhua tonic (jem),608549,1.33320021038331,103.743170436292,7,12,97,35007,,2025-11-01 15:11:12.563502+00
35215,healthierdining,hockhua tonic (junction 8),579837,1.35017242685303,103.848430082687,7,51,178,36458,,2025-11-01 15:11:12.563502+00
35216,healthierdining,hockhua tonic (jurong point),648886,1.33983015257941,103.70646088413,7,13,214,15799,,2025-11-01 15:11:12.563502+00
35217,healthierdining,hockhua tonic (leisure park),397693,1.30222177114751,103.876152670397,1,22,71,3529,,2025-11-01 15:11:12.563502+00
35218,healthierdining,hockhua tonic (loyang point),510258,1.36700053783377,103.964617781926,7,14,168,39884,,2025-11-01 15:11:12.563502+00
35219,healthierdining,hockhua tonic (nex),556083,1.35043817177432,103.87170454945,7,21,177,34726,,2025-11-01 15:11:12.563502+00
35220,healthierdining,hockhua tonic (northpoint city),769098,1.42969847969485,103.835776496688,7,55,219,15379,,2025-11-01 15:11:12.563502+00
35221,healthierdining,hockhua tonic (seletar mall),797653,1.39139305815614,103.876067657689,9,20,239,18983,,2025-11-01 15:11:12.563502+00
35222,healthierdining,hockhua tonic (singpost centre),408600,1.31885610260134,103.894067163693,9,53,121,10197,,2025-11-01 15:11:12.563502+00
35223,healthierdining,hockhua tonic (sun plaza),757713,1.44822653184261,103.819462104528,9,19,271,31389,,2025-11-01 15:11:12.563502+00
35224,healthierdining,hockhua tonic (tampines mall),529510,1.35267231590699,103.944387987324,9,47,185,38366,,2025-11-01 15:11:12.563502+00
35225,healthierdining,hockhua tonic (thomson plaza),574408,1.35466901882051,103.83091978573,9,51,328,22153,,2025-11-01 15:11:12.563502+00
35226,healthierdining,hockhua tonic (tiong bahru plaza),168732,1.28646345318687,103.826935084287,9,4,9,5673,,2025-11-01 15:11:12.563502+00
35227,healthierdining,hockhua tonic (waterway point),828761,1.40653610720599,103.901988174009,7,16,292,42405,,2025-11-01 15:11:12.563502+00
35228,healthierdining,hockhua tonic (west mall),658713,1.35018915982967,103.749021980031,9,3,200,24235,,2025-11-01 15:11:12.563502+00
35229,healthierdining,hockhua tonic (wisteria mall),768698,1.41799925556566,103.841236459776,9,55,268,32951,,2025-11-01 15:11:12.563502+00
35230,healthierdining,hockhua tonic (yew tee point),689578,1.39696992259758,103.746443207964,7,9,241,14547,,2025-11-01 15:11:12.563502+00
35231,healthierdining,hockhua tonic (zhongshan mall),329984,1.32702990626384,103.846490874615,9,25,175,24908,,2025-11-01 15:11:12.563502+00
35232,healthierdining,how's catering - food xchange @ admiralty,757437,1.4630356650457,103.814247385919,7,19,314,15177,,2025-11-01 15:11:12.563502+00
35233,healthierdining,huggs coffee - ttsh,308433,1.32171597672812,103.845389014275,9,25,140,22328,,2025-11-01 15:11:12.563502+00
35234,healthierdining,hungry indian,348578,1.3299246892539,103.875999583321,7,53,145,16163,,2025-11-01 15:11:12.563502+00
35235,healthierdining,idaten udon - causeway point,738099,1.43600784517148,103.785688739235,7,33,317,34589,,2025-11-01 15:11:12.563502+00
35236,healthierdining,idaten udon - changi city point,486038,1.33432515600982,103.962389303195,7,47,154,42055,,2025-11-01 15:11:12.563502+00
35237,healthierdining,idaten udon - jurong point,648886,1.33983015257941,103.70646088413,7,13,214,15799,,2025-11-01 15:11:12.563502+00
35238,healthierdining,idaten udon - nex,556083,1.35043817177432,103.87170454945,7,21,177,34726,,2025-11-01 15:11:12.563502+00
35239,healthierdining,ifood pte ltd - providence cafe and bakery,387298,1.31583450590565,103.877544323654,9,53,301,1138,,2025-11-01 15:11:12.563502+00
35240,healthierdining,imperial court pte. ltd.,568046,1.38070847224411,103.846499628572,5,52,252,14349,,2025-11-01 15:11:12.563502+00
35241,healthierdining,intercontinental catering - office,368330,1.33579769069139,103.882542506949,7,29,192,18603,,2025-11-01 15:11:12.563502+00
35242,healthierdining,international catering - ka foodlink,368330,1.33579769069139,103.882542506949,7,29,192,18603,,2025-11-01 15:11:12.563502+00
35243,healthierdining,ivegan pte ltd - thomson plaza outlet,574408,1.35466901882051,103.83091978573,9,51,328,22153,,2025-11-01 15:11:12.563502+00
35244,healthierdining,jack's place - 321 clementi,129905,1.3120249142275,103.764960545758,7,10,128,11137,,2025-11-01 15:11:12.563502+00
35245,healthierdining,jack's place - anchor point,159953,1.28861468740198,103.805009965174,7,17,89,9888,,2025-11-01 15:11:12.563502+00
35246,healthierdining,jack's place - ang mo kio,560730,1.37343368369215,103.845765158161,7,52,110,28927,,2025-11-01 15:11:12.563502+00
35247,healthierdining,jack's place - bras basah complex,180231,1.29701305043941,103.853525798232,7,40,47,284,,2025-11-01 15:11:12.563502+00
35248,healthierdining,jack's place - compass one,545078,1.39209415018227,103.894980032554,7,20,236,16614,,2025-11-01 15:11:12.563502+00
35249,healthierdining,jack's place - jem,608549,1.33320021038331,103.743170436292,7,12,97,35007,,2025-11-01 15:11:12.563502+00
35250,healthierdining,mcdonald's - bukit batok west,650152,1.34830189004312,103.744257269677,7,3,199,29713,,2025-11-01 15:11:12.563502+00
35251,healthierdining,mcdonald's - bukit gombak,650374,1.35809927236864,103.750719677477,7,3,161,32176,,2025-11-01 15:11:12.563502+00
35252,healthierdining,mcdonald's - bukit panjang plaza,677743,1.38051732815913,103.763961852618,9,5,172,31577,,2025-11-01 15:11:12.563502+00
35253,healthierdining,mcdonald's - causeway point,738099,1.43600784517148,103.785688739235,7,33,317,34589,,2025-11-01 15:11:12.563502+00
35254,healthierdining,mcdonald's - changi airport t2,819643,1.35519094047222,103.98875098125,11,8,298,42585,,2025-11-01 15:11:12.563502+00
35255,healthierdining,mcdonald's - changi airport t2 transit lounge,819643,1.35519094047222,103.98875098125,11,8,298,42585,,2025-11-01 15:11:12.563502+00
35256,healthierdining,mcdonald's - changi airport t3,819663,1.35437073617361,103.985169653268,11,8,298,39816,,2025-11-01 15:11:12.563502+00
35257,healthierdining,mcdonald's - changi city point,486038,1.33432515600982,103.962389303195,7,47,154,42055,,2025-11-01 15:11:12.563502+00
35258,healthierdining,starbucks - bukit panjang plaza,677743,1.38051732815913,103.763961852618,9,5,172,31577,,2025-11-01 15:11:12.563502+00
35259,healthierdining,starbucks - capital tower,68912,1.27771179738261,103.847522671472,7,40,41,575,,2025-11-01 15:11:12.563502+00
35260,healthierdining,starbucks - centrepoint,238843,1.30197836640111,103.839759027803,9,45,79,3290,,2025-11-01 15:11:12.563502+00
35261,healthierdining,starbucks - changi city point,486038,1.33432515600982,103.962389303195,7,47,154,42055,,2025-11-01 15:11:12.563502+00
35262,healthierdining,starbucks - changi general hospital,529889,1.34068473973667,103.949294393687,6,47,196,38862,,2025-11-01 15:11:12.563502+00
35263,healthierdining,starbucks - chinatown point,59413,1.28499882771297,103.844697085395,7,46,6,623,,2025-11-01 15:11:12.563502+00
35264,healthierdining,starbucks - cintech iv,118264,1.28956348951848,103.79045733478,7,17,65,9944,,2025-11-01 15:11:12.563502+00
